eez_id,reporting_name,eez_type,territory1,territory1_iso3,territory2,territory2_iso3,territory3,territory3_iso3,sovereign1,sovereign1_iso3,sovereign2,sovereign2_iso3,sovereign3,sovereign3_iso3,area_km2
49002,Disputed area Ceuta: Spain / Morocco,Disputed,Ceuta,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,32.71763575
49001,Disputed area Alhucemas Islands: Spain / Morocco,Disputed,Alhucemas Islands,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,14.05771205
48999,Disputed area Peñón de Vélez de la Gomera: Spain / Morocco,Disputed,Peñón de Vélez de la Gomera,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,3.685153256
48997,Disputed area Chafarinas Islands: Spain / Morocco,Disputed,Chafarinas Islands,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,25.5080981
48944,Disputed area Mayotte: France / Comoros,Disputed,Mayotte,MYT,Comores,COM,NA,NA,France,FRA,Comores,NA,NA,NA,66620.62799
48946,Disputed area Ile Tromelin: Reunion / Mauritus,Disputed,Réunion,REU,Republic of Mauritius,MUS,NA,NA,France,FRA,Republic of Mauritius,MUS,NA,NA,274437.6285
48948,Disputed area Matthew and Hunter Islands: New Caledonia / Vanuatu,Disputed,New Caledonia,NCL,Vanuatu,VUT,NA,NA,France,FRA,Vanuatu,VUT,NA,NA,187985.0964
8383,Disputed area South Georgia and South Sandwich Exclusive Economic Zone: UK / Argentina,Disputed,South Georgia and the South Sandwich Islands,SGS,Argentina,ARG,NA,NA,United Kingdom,GBR,Argentina,ARG,NA,NA,1287582.613
8389,Disputed area Falkland Islands Exclusive Economic Zone: UK / Argentina,Disputed,Falkland Islands,FLK,Argentina,ARG,NA,NA,United Kingdom,GBR,Argentina,ARG,NA,NA,549931.7243
8344,Disputed area Chagos Archipelago Exclusive Economic Zone: UK / Mauritius,Disputed,Chagos Archipelago,IOT,Republic of Mauritius,MUS,NA,NA,United Kingdom,GBR,Republic of Mauritius,MUS,NA,NA,638107.7642
8365,Disputed area Gibraltarian Exclusive Economic Zone,Disputed,Gibraltar,GIB,Spain,ESP,NA,NA,United Kingdom,GBR,Spain,ESP,NA,NA,388.2970709
33185,Disputed area: Trinidad and Tobago / Venezuela / Guyana,Disputed,Guyana,GUY,Trinidad and Tobago,TTO,Venezuela,VEN,Guyana,GUY,Trinidad and Tobago,TTO,Venezuela,VEN,3590.785527
48951,Disputed area Navassa Island: USA / Haiti / Jamaica,Disputed,Haiti,HTI,United States,USA,Jamaica,JAM,Haiti,HTI,United States,USA,Jamaica,JAM,13890.80225
48955,Disputed area Liancourt Rocks: Japan / South Korea,Disputed,Japan,JPN,South Korea,KOR,NA,NA,Japan,JPN,South Korea,KOR,NA,NA,60573.96238
48950,Disputed area Kuril Islands: Japan / Russia,Disputed,Japan,JPN,Russia,RUS,NA,NA,Japan,JPN,Russia,RUS,NA,NA,213385.5372
33176,Disputed area: Kenya / Somalia,Disputed,Kenya,KEN,Federal Republic of Somalia,SOM,NA,NA,Kenya,KEN,Federal Republic of Somalia,SOM,NA,NA,50229.57858
48945,Disputed area Glorioso Islands: France / Madagascar,Disputed,Madagascar,MDG,Glorioso Islands,FRA,NA,NA,Madagascar,MDG,France,FRA,NA,NA,43559.83177
48953,Disputed area: Palestinian Exclusive Economic Zone,Disputed,Palestine,PSE,Israel,ISR,NA,NA,Palestine,PSE,Israel,ISR,NA,NA,2329.73148
26582,Disputed area: Sudan / Egypt,Disputed,Sudan,SDN,Egypt,EGY,NA,NA,Sudan,SDN,Egypt,EGY,NA,NA,19733.51187
48954,Disputed area Senkaku Islands: Japan / China / Taiwan,Disputed,Taiwan,TWN,Japan,JPN,China,CHN,Taiwan,TWN,Japan,JPN,China,CHN,73777.04418
5695,Disputed area Ukrainian Exclusive Economic Zone,Disputed,Ukraine,UKR,NA,NA,NA,NA,Ukraine,UKR,NA,NA,NA,NA,136252.7347
48982,Disputed area: Puerto Rico / Dominican Republic,Disputed,Puerto Rico,PRI,Dominican Republic,DOM,NA,NA,United States,USA,Dominican Republic,DOM,NA,NA,18298.65044
48965,Disputed area: Venezuela / Aruba / Dominican Republic,Disputed,Venezuela,VEN,Aruba,ABW,Dominican Republic,DOM,Venezuela,VEN,Netherlands,NLD,Dominican Republic,DOM,1114.611618
21795,Joint regime area Australia / East Timor,Joint regime,Australia,AUS,East Timor,TLS,NA,NA,Australia,AUS,East Timor,TLS,NA,NA,35039.01621
48969,Joint regime area Guyana / Barbados,Joint regime,Barbados,BRB,Guyana,GUY,NA,NA,Barbados,BRB,Guyana,GUY,NA,NA,67.15752173
48968,Joint regime area Costa Rica / Ecuador (Galapagos),Joint regime,Costa Rica,CRI,Galapagos,ECU,NA,NA,Costa Rica,CRI,Ecuador,ECU,NA,NA,17337.23484
48973,Joint regime area Iceland / Denmark (Faeroe Islands),Joint regime,Faeroe,FRO,Iceland,ISL,NA,NA,Denmark,DNK,Iceland,ISL,NA,NA,1282.123353
48970,Joint regime area Colombia / Dominican Republic,Joint regime,Dominican Republic,DOM,Colombia,COL,NA,NA,Dominican Republic,DOM,Colombia,COL,NA,NA,13110.23973
48974,Joint regime area Ecuador / Colombia,Joint regime,Ecuador,ECU,Colombia,COL,NA,NA,Ecuador,ECU,Colombia,COL,NA,NA,18639.68792
48966,Joint regime area Spain / France,Joint regime,France,FRA,Spain,ESP,NA,NA,France,FRA,Spain,ESP,NA,NA,2859.508706
48976,Joint regime area Italy / France,Joint regime,France,FRA,Italy,ITA,NA,NA,France,FRA,Italy,ITA,NA,NA,67.04130638
48967,Joint regime area United Kingdom / Denmark (Faeroe Islands),Joint regime,United Kingdom,GBR,Faeroe,FRO,NA,NA,United Kingdom,GBR,Denmark,DNK,NA,NA,7935.637281
48972,Joint regime area Honduras / Cayman Islands,Joint regime,Honduras,HND,Cayman Islands,CYM,NA,NA,Honduras,HND,United Kingdom,GBR,NA,NA,2075.808426
48975,Joint regime area Iceland / Norway (Jan Mayen),Joint regime,Iceland,ISL,Jan Mayen,SJM,NA,NA,Iceland,ISL,Norway,NOR,NA,NA,45504.53546
21792,Joint regime area Colombia / Jamaica,Joint regime,Jamaica,JAM,Colombia,COL,NA,NA,Jamaica,JAM,Colombia,COL,NA,NA,15251.36896
21796,Joint regime area Japan / Korea,Joint regime,South Korea,KOR,Japan,JPN,NA,NA,South Korea,KOR,Japan,JPN,NA,NA,82702.33112
48977,Joint regime area Sweden / Norway,Joint regime,Norway,NOR,Sweden,SWE,NA,NA,Norway,NOR,Sweden,SWE,NA,NA,139.943003
48962,Joint regime area Peru / Ecuador,Joint regime,Peru,PER,Ecuador,ECU,NA,NA,Peru,PER,Ecuador,ECU,NA,NA,16123.87864
21798,Protected Zone established under the Torres Strait Treaty,Joint regime,Papua New Guinea,PNG,Australia,AUS,NA,NA,Papua New Guinea,PNG,Australia,AUS,NA,NA,3716.580353
48964,Joint regime area Senegal / Guinea Bissau,Joint regime,Senegal,SEN,Guinea-Bissau,GNB,NA,NA,Senegal,SEN,Guinea-Bissau,GNB,NA,NA,63504.99302
21797,Joint regime area Nigeria / Sao Tome and Principe,Joint regime,Sao Tome and Principe,STP,Nigeria,NGA,NA,NA,Sao Tome and Principe,STP,Nigeria,NGA,NA,NA,34536.35494
48961,Joint regime area Argentina / Uruguay,Joint regime,Uruguay,URY,Argentina,ARG,NA,NA,Uruguay,URY,Argentina,ARG,NA,NA,41412.48395
48978,Joint regime area United States / Russia,Joint regime,United States,USA,Russia,RUS,NA,NA,United States,USA,Russia,RUS,NA,NA,8462.820342
