eez_id,year,viable,n_points,prod_mt_yr,revenue_usd_yr,cost_usd_yr,profits_usd_yr,group,species
5697,2021,1,10,158524.45102242014,430938415.46530277,714320600,-283382184.53469723,Bivalve,Aulacomya ater
5697,2051,1,17,269491.5667381142,732595306.2910147,1225960256,-493364949.7089853,Bivalve,Aulacomya ater
5697,2100,1,39,618245.3589874386,1680659820.3146808,2722308364,-1041648543.6853192,Bivalve,Aulacomya ater
8311,2021,1,174,2758325.4477901105,7498328429.096268,58634554736,-51136226306.90373,Bivalve,Aulacomya ater
8311,2051,1,91,1442572.5043040232,3921539580.7342553,38474092032,-34552552451.26575,Bivalve,Aulacomya ater
8311,2100,1,1,15852.445102242014,43093841.54653028,500056064,-456962222.45346975,Bivalve,Aulacomya ater
8323,2021,1,3112,49332809.15817715,134108034892.80222,801519119832,-667411084939.1978,Bivalve,Aulacomya ater
8323,2051,1,3192,50601004.76635651,137555542216.52463,820995679152,-683440136935.4753,Bivalve,Aulacomya ater
8323,2100,1,1919,30420842.151202425,82697081927.7916,688516471280,-605819389352.2084,Bivalve,Aulacomya ater
8327,2021,1,1262,20005785.719029423,54384428031.72121,186382010696,-131997582664.2788,Bivalve,Aulacomya ater
8327,2051,1,377,5976371.803545239,16246378263.041914,52229552992,-35983174728.958084,Bivalve,Aulacomya ater
8327,2100,1,941,14917150.841209736,40551304895.28499,140877379168,-100326074272.71501,Bivalve,Aulacomya ater
8328,2021,1,656,10399203.987070762,28269560054.52386,83546853920,-55277293865.476135,Bivalve,Aulacomya ater
8328,2051,1,347,5500798.450477979,14953563016.646006,48143199520,-33189636503.353992,Bivalve,Aulacomya ater
8328,2100,1,427,6768994.05865734,18401070340.368427,58982302696,-40581232355.63157,Bivalve,Aulacomya ater
8361,2021,1,1547,24523732.573168397,66666172872.48234,447934631176,-381268458303.5177,Bivalve,Aulacomya ater
8361,2051,1,2393,37934901.129665144,103123562820.84695,711349680648,-608226117827.1531,Bivalve,Aulacomya ater
8361,2100,1,1842,29200203.87832979,79378856128.70877,493218191856,-413839335727.29126,Bivalve,Aulacomya ater
8363,2021,1,562,8909074.147460012,24218738949.150017,83402396576,-59183657626.84998,Bivalve,Aulacomya ater
8363,2051,1,587,9305385.275016062,25296084987.81327,89527855312,-64231770324.18673,Bivalve,Aulacomya ater
8363,2100,1,697,11049154.236262685,30036407557.931602,112522791712,-82486384154.06839,Bivalve,Aulacomya ater
8364,2021,1,2794,44291731.61566419,120404193281.0056,573041706200,-452637512918.99445,Bivalve,Aulacomya ater
8364,2051,1,2591,41073685.259909056,111656143447.05995,527105358776,-415449215328.94006,Bivalve,Aulacomya ater
8364,2100,1,953,15107380.18243664,41068430993.84335,187337718280,-146269287286.15665,Bivalve,Aulacomya ater
8367,2021,1,189,2996112.1243237406,8144736052.294222,20565494320,-12420758267.705778,Bivalve,Aulacomya ater
8367,2051,1,189,2996112.1243237406,8144736052.294222,22163069232,-14018333179.705778,Bivalve,Aulacomya ater
8367,2100,1,168,2663210.7771766586,7239765379.817086,19899710840,-12659945460.182913,Bivalve,Aulacomya ater
8382,2021,1,1032,16359723.34551376,44472844476.01925,451647794032,-407174949555.9808,Bivalve,Aulacomya ater
8382,2051,1,3768,59732013.145247914,162377594947.32608,1520010337488,-1357632742540.674,Bivalve,Aulacomya ater
8382,2100,1,5148,81608387.38634188,221847096281.53787,2164269275040,-1942422178758.4624,Bivalve,Aulacomya ater
8384,2021,1,2966,47018352.17324982,127816334027.0088,498871306920,-371054972892.9912,Bivalve,Aulacomya ater
8384,2051,1,3722,59002800.67054478,160395278236.1857,629839333784,-469444055547.81433,Bivalve,Aulacomya ater
8384,2100,1,3522,55832311.65009637,151776509926.87964,598398722240,-446622212313.12036,Bivalve,Aulacomya ater
8385,2021,1,3318,52598412.84923901,142985366251.38745,1297642469976,-1154657103724.6125,Bivalve,Aulacomya ater
8385,2051,1,4015,63647567.085501686,173021773809.31906,1622530918312,-1449509144502.6812,Bivalve,Aulacomya ater
8385,2100,1,4001,63425632.8540703,172418460027.66763,1605165643576,-1432747183548.3325,Bivalve,Aulacomya ater
8386,2100,1,3,47557.33530672605,129281524.63959083,932394464,-803112939.3604093,Bivalve,Aulacomya ater
8387,2021,1,2084,33036495.59307236,89807565782.9691,934247142416,-844439576633.031,Bivalve,Aulacomya ater
8387,2051,1,1695,26869894.448300213,73044061421.36882,791856353424,-718812292002.6312,Bivalve,Aulacomya ater
8387,2100,1,1986,31482955.97305264,85584369311.40913,870547763960,-784963394648.591,Bivalve,Aulacomya ater
8389,2021,1,510,8084747.002143428,21977859188.730442,216812737744,-194834878555.26956,Bivalve,Aulacomya ater
8389,2051,1,612,9701696.402572112,26373431026.47653,246212868560,-219839437533.5235,Bivalve,Aulacomya ater
8389,2100,1,1041,16502395.351433937,44860689049.93802,362592604096,-317731915046.062,Bivalve,Aulacomya ater
8396,2021,1,1500,23778667.653363023,64640762319.79542,266439155640,-201798393320.2046,Bivalve,Aulacomya ater
8396,2051,1,1541,24428617.902554944,66407609823.203156,275608615816,-209201005992.79684,Bivalve,Aulacomya ater
8396,2100,1,1840,29168498.988125306,79292668445.6157,338084789048,-258792120602.38428,Bivalve,Aulacomya ater
8432,2021,1,94,1490129.8396107494,4050821105.373846,19604057344,-15553236238.626154,Bivalve,Aulacomya ater
8432,2100,1,94,1490129.8396107494,4050821105.373846,19604057344,-15553236238.626154,Bivalve,Aulacomya ater
8455,2021,1,12753,202166232.38889238,549575761242.90063,4178939300784,-3629363539541.0996,Bivalve,Aulacomya ater
8455,2051,1,12273,194557058.73981622,528890717300.5661,3845962368888,-3317071651587.434,Bivalve,Aulacomya ater
8455,2100,1,13817,219033233.97767788,595427608648.4088,4782922783480,-4187495174831.5913,Bivalve,Aulacomya ater
8456,2021,1,1342,21273981.327208783,57831935355.443634,352735885240,-294903949884.5564,Bivalve,Aulacomya ater
8456,2051,1,1924,30500104.376713637,82912551135.52425,446644588928,-363732037792.47577,Bivalve,Aulacomya ater
8456,2100,1,1601,25379764.608689465,68993240315.99498,363942446640,-294949206324.00507,Bivalve,Aulacomya ater
8464,2100,1,27,428016.01776053436,1163533721.7563174,5533483872,-4369950150.243683,Bivalve,Aulacomya ater
8465,2021,1,11873,188216080.69891942,511653180681.954,1781792709232,-1270139528550.0461,Bivalve,Aulacomya ater
8465,2051,1,11958,189563538.53260997,515316157213.40906,1782776543800,-1267460386586.591,Bivalve,Aulacomya ater
8465,2100,1,12015,190467127.90343776,517772506181.5613,1798054128296,-1280281622114.439,Bivalve,Aulacomya ater
8466,2021,1,5026,79674389.08386835,216589647612.86118,1102905415608,-886315767995.1389,Bivalve,Aulacomya ater
8466,2051,1,5072,80403601.55857149,218571964324.00156,1112056356452,-893484392127.9985,Bivalve,Aulacomya ater
8466,2100,1,5607,88884659.68827097,241627169551.39526,1173397756964,-931770587412.6049,Bivalve,Aulacomya ater
8467,2021,1,36,570688.0236807126,1551378295.6750898,12403576032,-10852197736.324911,Bivalve,Aulacomya ater
8467,2051,1,81,1284048.0532816031,3490601165.2689524,29909987232,-26419386066.73105,Bivalve,Aulacomya ater
8467,2100,1,38,602392.9138851966,1637565978.7681506,13178572832,-11541006853.23185,Bivalve,Aulacomya ater
8486,2021,1,60,951146.7061345208,2585630492.7918167,5475349728,-2889719235.2081833,Bivalve,Aulacomya ater
8487,2021,1,888,14076971.250790909,38267331293.318886,124414235928,-86146904634.68112,Bivalve,Aulacomya ater
8487,2051,1,288,4565504.1894457005,12411026365.400719,35794006976,-23382980610.59928,Bivalve,Aulacomya ater
8487,2100,1,1018,16137789.11408237,43869530694.36782,157567922176,-113698391481.63217,Bivalve,Aulacomya ater
8493,2021,1,156,2472981.4359497544,6722639281.258723,56267687392,-49545048110.74128,Bivalve,Aulacomya ater
8493,2051,1,186,2948554.7890170147,8015454527.654632,48941552888,-40926098360.34537,Bivalve,Aulacomya ater
8493,2100,1,78,1236490.7179748772,3361319640.6293616,27992329248,-24631009607.37064,Bivalve,Aulacomya ater
22756,2021,1,1266,20069195.49943839,54556803397.90733,223632939184,-169076135786.09268,Bivalve,Aulacomya ater
22756,2051,1,1122,17786443.40471554,48351290215.20697,197754947176,-149403656960.79303,Bivalve,Aulacomya ater
22756,2100,1,1298,20576473.742710136,55935806327.3963,236141372976,-180205566648.6037,Bivalve,Aulacomya ater
48955,2100,1,15,237786.6765336302,646407623.1979542,2974650272,-2328242648.802046,Bivalve,Aulacomya ater
5668,2021,1,245,118640115.8713035,1049211531242.9218,54025965664,995185565578.9218,Bivalve,Mizuhopecten yessoensis
5668,2051,1,104,50361518.573941074,445379588772.50555,34003000800,411376587972.50555,Bivalve,Mizuhopecten yessoensis
5668,2100,1,9,4358208.338129516,38542464413.00529,3167455360,35375009053.00529,Bivalve,Mizuhopecten yessoensis
5669,2021,1,105,50845763.94484436,449662084818.395,25744272200,423917812618.395,Bivalve,Mizuhopecten yessoensis
5669,2051,1,4,1936981.4836131183,17129984183.557905,1452566208,15677417975.557905,Bivalve,Mizuhopecten yessoensis
5673,2021,1,241,116703134.38769038,1032081547059.3638,23335007224,1008746539835.3638,Bivalve,Mizuhopecten yessoensis
5673,2051,1,239,115734643.64588381,1023516554967.5848,23144000080,1000372554887.5848,Bivalve,Mizuhopecten yessoensis
5673,2100,1,183,88616902.87530017,783696776397.7742,17443550784,766253225613.7742,Bivalve,Mizuhopecten yessoensis
5674,2021,1,12,5810944.450839355,51389952550.67371,5236873440,46153079110.67371,Bivalve,Mizuhopecten yessoensis
5674,2051,1,1,484245.3709032796,4282496045.8894763,465773152,3816722893.8894763,Bivalve,Mizuhopecten yessoensis
5679,2021,1,171,82805958.42446081,732306823847.1005,14420042264,717886781583.1005,Bivalve,Mizuhopecten yessoensis
5679,2051,1,335,162222199.25259864,1434636175372.9746,28605346080,1406030829292.9746,Bivalve,Mizuhopecten yessoensis
5679,2100,1,607,293936940.1382907,2599475099854.912,50708720136,2548766379718.912,Bivalve,Mizuhopecten yessoensis
5682,2021,1,331,160285217.76898554,1417506191189.4167,39171730136,1378334461053.4167,Bivalve,Mizuhopecten yessoensis
5682,2051,1,334,161737953.8816954,1430353679327.0852,39815310696,1390538368631.0852,Bivalve,Mizuhopecten yessoensis
5682,2100,1,279,135104458.482015,1194816396803.1638,31545733200,1163270663603.1638,Bivalve,Mizuhopecten yessoensis
5690,2021,1,424,205320037.26299053,1815778323457.138,56576843336,1759201480121.138,Bivalve,Mizuhopecten yessoensis
5690,2051,1,293,141883893.67466092,1254771341445.6165,48304327496,1206467013949.6165,Bivalve,Mizuhopecten yessoensis
5690,2100,1,474,229532305.80815452,2029903125751.6118,92222653192,1937680472559.6118,Bivalve,Mizuhopecten yessoensis
5696,2051,1,2,968490.7418065591,8564992091.778953,803681312,7761310779.778953,Bivalve,Mizuhopecten yessoensis
5697,2021,1,7,3389717.596322957,29977472321.226334,492017504,29485454817.226334,Bivalve,Mizuhopecten yessoensis
5697,2051,1,7,3389717.596322957,29977472321.226334,492017504,29485454817.226334,Bivalve,Mizuhopecten yessoensis
5697,2100,1,20,9684907.41806559,85649920917.78952,1434356112,84215564805.78952,Bivalve,Mizuhopecten yessoensis
8311,2021,1,409,198056356.69944134,1751540882768.796,181552717072,1569988165696.796,Bivalve,Mizuhopecten yessoensis
8311,2051,1,614,297326657.73461366,2629452572176.1387,239457963448,2389994608728.1387,Bivalve,Mizuhopecten yessoensis
8311,2100,1,133,64404634.33013618,569571974103.3003,73564026656,496007947447.30035,Bivalve,Mizuhopecten yessoensis
8318,2100,1,226,109439453.82414119,967844106371.0216,47090268048,920753838323.0216,Bivalve,Mizuhopecten yessoensis
8323,2021,1,3088,1495349705.3493273,13224347789706.703,799112987568,12425234802138.703,Bivalve,Mizuhopecten yessoensis
8323,2051,1,3323,1609147367.511598,14230734360490.73,862530260608,13368204099882.73,Bivalve,Mizuhopecten yessoensis
8323,2100,1,1889,914739505.6362951,8089635030685.221,685521203744,7404113826941.221,Bivalve,Mizuhopecten yessoensis
8327,2021,1,1730,837744491.6626737,7408718159388.794,241034666136,7167683493252.794,Bivalve,Mizuhopecten yessoensis
8327,2051,1,1189,575767746.0039995,5091887798562.587,164035401160,4927852397402.587,Bivalve,Mizuhopecten yessoensis
8327,2100,1,1817,879873838.931259,7781295315381.179,250731154888,7530564160493.179,Bivalve,Mizuhopecten yessoensis
8328,2021,1,777,376258653.1918482,3327499427656.123,94933980480,3232565447176.123,Bivalve,Mizuhopecten yessoensis
8328,2051,1,558,270208916.96403,2389632793606.3276,73550491392,2316082302214.3276,Bivalve,Mizuhopecten yessoensis
8328,2100,1,638,308948546.6362924,2732232477277.486,82471733472,2649760743805.486,Bivalve,Mizuhopecten yessoensis
8368,2100,1,147,71184069.5227821,629526918745.753,26307629416,603219289329.753,Bivalve,Mizuhopecten yessoensis
8369,2100,1,114,55203972.28297387,488204549231.40027,16496937048,471707612183.40027,Bivalve,Mizuhopecten yessoensis
8382,2021,1,1032,499741222.7721845,4419535919357.939,451647794136,3967888125221.9395,Bivalve,Mizuhopecten yessoensis
8382,2051,1,3768,1824636557.5635576,16136445100911.547,1520010340392,14616434760519.547,Bivalve,Mizuhopecten yessoensis
8382,2100,1,4956,2399920058.196654,21224050403428.246,2054575025784,19169475377644.246,Bivalve,Mizuhopecten yessoensis
8384,2021,1,2966,1436271770.0991273,12701883272108.188,498871308388,12203011963720.188,Bivalve,Mizuhopecten yessoensis
8384,2051,1,3938,1906958270.617115,16864469428712.758,668492347924,16195977080788.758,Bivalve,Mizuhopecten yessoensis
8384,2100,1,4246,2056105844.8553252,18183478210846.72,725801073956,17457677136890.717,Bivalve,Mizuhopecten yessoensis
8385,2021,1,4045,1958772525.303766,17322696505622.932,1548827338232,15773869167390.932,Bivalve,Mizuhopecten yessoensis
8385,2051,1,5576,2700152188.1566873,23879197951879.723,2277723045832,21601474906047.723,Bivalve,Mizuhopecten yessoensis
8385,2100,1,4808,2328251743.3029685,20590240988636.6,1917854639272,18672386349364.6,Bivalve,Mizuhopecten yessoensis
8386,2100,1,3,1452736.1127098387,12847488137.668428,932394464,11915093673.668428,Bivalve,Mizuhopecten yessoensis
8387,2021,1,3138,1519561973.8944914,13438472592001.178,1212726267144,12225746324857.178,Bivalve,Mizuhopecten yessoensis
8387,2051,1,3116,1508908575.7346191,13344257678991.61,1232365462568,12111892216423.61,Bivalve,Mizuhopecten yessoensis
8387,2100,1,2932,1419807427.4884157,12556278406547.945,1108542287600,11447736118947.945,Bivalve,Mizuhopecten yessoensis
8389,2021,1,4535,2196052757.046373,19421119568108.777,1562097534992,17859022033116.777,Bivalve,Mizuhopecten yessoensis
8389,2051,1,4725,2288059377.5179963,20234793816827.777,1644208320528,18590585496299.777,Bivalve,Mizuhopecten yessoensis
8389,2100,1,5022,2431880252.67627,21506695142456.953,1831230607920,19675464534536.953,Bivalve,Mizuhopecten yessoensis
8395,2100,1,101,48908782.46123124,432532100634.8371,19514121728,413017978906.8371,Bivalve,Mizuhopecten yessoensis
8396,2021,1,1023,495383014.43405503,4380993454944.934,182969902096,4198023552848.934,Bivalve,Mizuhopecten yessoensis
8396,2051,1,796,385459315.2390105,3408866852528.023,141194348488,3267672504040.023,Bivalve,Mizuhopecten yessoensis
8396,2100,1,1529,740411172.1111145,6547936454165.009,274053418544,6273883035621.009,Bivalve,Mizuhopecten yessoensis
8401,2021,1,157,76026523.23181489,672351879204.6478,90037431616,582314447588.6478,Bivalve,Mizuhopecten yessoensis
8401,2051,1,1605,777213820.2997637,6873406153652.609,698938639040,6174467514612.609,Bivalve,Mizuhopecten yessoensis
8401,2100,1,173,83774449.16626737,740871815938.8794,99239008480,641632807458.8794,Bivalve,Mizuhopecten yessoensis
8403,2021,1,1974,955900362.1630739,8453647194585.826,208366137952,8245281056633.826,Bivalve,Mizuhopecten yessoensis
8403,2051,1,1901,920550450.0871345,8141024983235.895,198383273776,7942641709459.895,Bivalve,Mizuhopecten yessoensis
8403,2100,1,1914,926845639.9088771,8196697431832.458,179375062944,8017322368888.458,Bivalve,Mizuhopecten yessoensis
8426,2021,1,80,38739629.67226236,342599683671.1581,6059945352,336539738319.1581,Bivalve,Mizuhopecten yessoensis
8432,2021,1,333,161253708.5107921,1426071183281.1956,66355355664,1359715827617.1956,Bivalve,Mizuhopecten yessoensis
8432,2051,1,317,153505782.57633963,1357551246546.9639,62973602000,1294577644546.9639,Bivalve,Mizuhopecten yessoensis
8432,2100,1,347,168033143.703438,1486026127923.6482,69380621408,1416645506515.6482,Bivalve,Mizuhopecten yessoensis
8439,2021,1,30,14527361.127098387,128474881376.6843,19783805056,108691076320.6843,Bivalve,Mizuhopecten yessoensis
8440,2021,1,5304,2568437447.270995,22714359027397.785,1785467293376,20928891734021.785,Bivalve,Mizuhopecten yessoensis
8440,2051,1,3507,1698248515.7578015,15018713632934.395,1288488546376,13730225086558.395,Bivalve,Mizuhopecten yessoensis
8440,2100,1,5502,2664318030.7098446,23562293244483.9,1872278953288,21690014291195.9,Bivalve,Mizuhopecten yessoensis
8441,2021,1,12463,6035150057.567574,53372748219920.55,2007397007584,51365351212336.55,Bivalve,Mizuhopecten yessoensis
8441,2051,1,8276,4007614689.595542,35441937275781.31,1287475948640,34154461327141.31,Bivalve,Mizuhopecten yessoensis
8441,2100,1,13482,6528596090.518016,57736611690681.92,2145598905136,55591012785545.92,Bivalve,Mizuhopecten yessoensis
8442,2021,1,1955,946699700.1159116,8372279769713.926,756321238896,7615958530817.926,Bivalve,Mizuhopecten yessoensis
8442,2051,1,2826,1368477418.1726682,12102333825683.66,1184468842512,10917864983171.66,Bivalve,Mizuhopecten yessoensis
8442,2100,1,3259,1578155663.7737882,13956654613553.805,1456877089424,12499777524129.805,Bivalve,Mizuhopecten yessoensis
8443,2021,1,1809,875999875.9640328,7747035347014.0625,732981014016,7014054332998.0625,Bivalve,Mizuhopecten yessoensis
8443,2051,1,4,1936981.4836131183,17129984183.557905,2735988672,14393995511.557905,Bivalve,Mizuhopecten yessoensis
8443,2100,1,1481,717167394.307757,6342376643962.314,605311697472,5737064946490.314,Bivalve,Mizuhopecten yessoensis
8446,2021,1,244,118155870.50040022,1044929035197.0322,78774519120,966154516077.0322,Bivalve,Mizuhopecten yessoensis
8446,2100,1,3705,1794129099.196651,15866647850020.51,1321225495664,14545422354356.51,Bivalve,Mizuhopecten yessoensis
8450,2021,1,89,43097838.01039188,381142148084.1634,19533734016,361608414068.1634,Bivalve,Mizuhopecten yessoensis
8450,2051,1,414,200477583.55395773,1772953362998.2432,82245260896,1690708102102.2432,Bivalve,Mizuhopecten yessoensis
8450,2100,1,2929,1418354691.375706,12543430918410.277,458393786416,12085037131994.277,Bivalve,Mizuhopecten yessoensis
8451,2021,1,1240,600464259.9200667,5310295096902.95,606419920064,4703875176838.95,Bivalve,Mizuhopecten yessoensis
8451,2100,1,4211,2039157256.8737104,18033590849240.586,1973622713680,16059968135560.586,Bivalve,Mizuhopecten yessoensis
8455,2021,1,12753,6175581215.129525,54614672073228.5,4178939296168,50435732777060.5,Bivalve,Mizuhopecten yessoensis
8455,2051,1,12273,5943143437.095951,52559073971201.55,3845962364280,48713111606921.55,Bivalve,Mizuhopecten yessoensis
8455,2100,1,13817,6690818289.770615,59171247866054.9,4782922777920,54388325088134.9,Bivalve,Mizuhopecten yessoensis
8456,2021,1,1269,614507375.6762618,5434487482233.745,304084322752,5130403159481.745,Bivalve,Mizuhopecten yessoensis
8456,2051,1,1619,783993255.4924096,6933361098295.0625,369018674864,6564342423431.0625,Bivalve,Mizuhopecten yessoensis
8456,2100,1,1088,526858963.5427682,4659355697927.75,221929861096,4437425836831.75,Bivalve,Mizuhopecten yessoensis
8461,2100,1,6,2905472.2254196773,25694976275.336857,1257493088,24437483187.336857,Bivalve,Mizuhopecten yessoensis
8462,2021,1,323,156411254.8017593,1383246222822.3008,137581289216,1245664933606.3008,Bivalve,Mizuhopecten yessoensis
8462,2051,1,202,97817564.92246248,865064201269.6742,80489974880,784574226389.6742,Bivalve,Mizuhopecten yessoensis
8462,2100,1,181,87648412.1334936,775131784305.9952,71156660192,703975124113.9952,Bivalve,Mizuhopecten yessoensis
8465,2021,1,11634,5633710645.088755,49822558997878.17,1647728684104,48174830313774.17,Bivalve,Mizuhopecten yessoensis
8465,2051,1,10864,5260841709.49323,46525037042543.27,1504874768104,45020162274439.27,Bivalve,Mizuhopecten yessoensis
8465,2100,1,11551,5593518279.303782,49467111826069.34,1623257571720,47843854254349.34,Bivalve,Mizuhopecten yessoensis
8466,2021,1,6421,3109339526.569958,27497907110656.33,1264023329456,26233883781200.33,Bivalve,Mizuhopecten yessoensis
8466,2051,1,6573,3182944822.947257,28148846509631.53,1291474425024,26857372084607.53,Bivalve,Mizuhopecten yessoensis
8466,2100,1,6704,3246380966.5355864,28709853491643.05,1311919301736,27397934189907.05,Bivalve,Mizuhopecten yessoensis
8467,2021,1,36,17432833.352518063,154169857652.02115,12403575872,141766281780.02115,Bivalve,Mizuhopecten yessoensis
8467,2051,1,81,39223875.04316565,346882179717.0476,29909986944,316972192773.0476,Bivalve,Mizuhopecten yessoensis
8467,2100,1,38,18401324.094324622,162734849743.8001,13178572672,149556277071.8001,Bivalve,Mizuhopecten yessoensis
8486,2021,1,19,9200662.047162311,81367424871.90005,1448153180,79919271691.90005,Bivalve,Mizuhopecten yessoensis
8486,2100,1,41,19854060.20703446,175582337881.46854,5096177008,170486160873.46854,Bivalve,Mizuhopecten yessoensis
8487,2021,1,1856,898759408.3964869,7948312661170.868,285858350256,7662454310914.868,Bivalve,Mizuhopecten yessoensis
8487,2051,1,395,191276921.50679544,1691585938126.343,52957669992,1638628268134.343,Bivalve,Mizuhopecten yessoensis
8487,2100,1,1482,717651639.6786603,6346659140008.204,229272102464,6117387037544.204,Bivalve,Mizuhopecten yessoensis
8488,2100,1,5692,2756324651.1814675,24375967493202.902,710038154488,23665929338714.902,Bivalve,Mizuhopecten yessoensis
8493,2021,1,242,117187379.75859366,1036364043105.2533,67582566624,968781476481.2533,Bivalve,Mizuhopecten yessoensis
8493,2051,1,307,148663328.86730683,1314726286088.0693,67989802520,1246736483568.0693,Bivalve,Mizuhopecten yessoensis
8493,2100,1,137,66341615.8137493,586701958286.8583,38869584216,547832374070.8583,Bivalve,Mizuhopecten yessoensis
22756,2021,1,2246,1087615103.048766,9618486119067.764,441290159096,9177195959971.764,Bivalve,Mizuhopecten yessoensis
22756,2051,1,2111,1022241977.9768232,9040349152872.684,420648894456,8619700258416.685,Bivalve,Mizuhopecten yessoensis
22756,2100,1,2348,1137008130.8809004,10055300715748.49,463878494968,9591422220780.49,Bivalve,Mizuhopecten yessoensis
48950,2021,1,65,31475949.108713172,278362242982.816,31386207840,246976035142.81595,Bivalve,Mizuhopecten yessoensis
48950,2100,1,6,2905472.2254196773,25694976275.336857,3370370432,22324605843.336857,Bivalve,Mizuhopecten yessoensis
48955,2021,1,15,7263680.563549194,64237440688.34215,2974650288,61262790400.34215,Bivalve,Mizuhopecten yessoensis
48955,2100,1,15,7263680.563549194,64237440688.34215,2974650288,61262790400.34215,Bivalve,Mizuhopecten yessoensis
3293,2021,1,38,2923587.0814127116,30195065551.958984,20647756068.520676,9547309483.438305,Finfish,Dicentrarchus labrax
3293,2051,1,38,2923587.0814127116,30195065551.958984,20647756068.520676,9547309483.438305,Finfish,Dicentrarchus labrax
3293,2100,1,38,2923587.0814127116,30195065551.958984,20647756068.520676,9547309483.438305,Finfish,Dicentrarchus labrax
5668,2021,1,640,49239361.37116146,508548472454.046,409862566147.7167,98685906306.32935,Finfish,Dicentrarchus labrax
5668,2051,1,640,49239361.37116146,508548472454.046,409862566147.7167,98685906306.32935,Finfish,Dicentrarchus labrax
5668,2100,1,640,49239361.37116146,508548472454.046,409862566147.7167,98685906306.32935,Finfish,Dicentrarchus labrax
5669,2021,1,311,23927252.166298773,247122773333.138,189756697012.15607,57366076320.98192,Finfish,Dicentrarchus labrax
5669,2051,1,309,23773379.162013892,245533559356.7191,188742181190.44446,56791378166.274635,Finfish,Dicentrarchus labrax
5669,2100,1,309,23773379.162013892,245533559356.7191,188742181190.44446,56791378166.274635,Finfish,Dicentrarchus labrax
5670,2021,1,89,6847348.690677141,70720021950.64078,44408668450.16685,26311353500.473923,Finfish,Dicentrarchus labrax
5670,2051,1,89,6847348.690677141,70720021950.64078,44408668450.16685,26311353500.473923,Finfish,Dicentrarchus labrax
5670,2100,1,89,6847348.690677141,70720021950.64078,44408668450.16685,26311353500.473923,Finfish,Dicentrarchus labrax
5672,2021,1,272,20926728.582743622,216133100792.96954,147218561352.7796,68914539440.18997,Finfish,Dicentrarchus labrax
5672,2051,1,272,20926728.582743622,216133100792.96954,147218561352.7796,68914539440.18997,Finfish,Dicentrarchus labrax
5672,2100,1,272,20926728.582743622,216133100792.96954,147218561352.7796,68914539440.18997,Finfish,Dicentrarchus labrax
5673,2021,1,248,19080252.53132507,197062533075.94284,128651098628.2402,68411434447.70262,Finfish,Dicentrarchus labrax
