eez_id,year,viable,n_points,prod_mt_yr,revenue_usd_yr,cost_usd_yr,profits_usd_yr,group,species
8315,2051,1,6184,928940363.8227129,9594178110109.049,6568528206016,3025649904093.0503,Finfish,Chaetodipterus faber
8315,2100,1,6184,928940363.8227129,9594178110109.049,6568528206016,3025649904093.0503,Finfish,Chaetodipterus faber
8316,2021,1,30331,4556224155.094874,47057085423304.914,33470079847872,13587005575432.912,Finfish,Chaetodipterus faber
8316,2051,1,30331,4556224155.094874,47057085423304.914,33470079847872,13587005575432.912,Finfish,Chaetodipterus faber
8316,2100,1,30331,4556224155.094874,47057085423304.914,33470079847872,13587005575432.912,Finfish,Chaetodipterus faber
8317,2021,1,3111,467324300.1055078,4826566639804.213,3389031710656,1437534929148.2134,Finfish,Chaetodipterus faber
8317,2051,1,3111,467324300.1055078,4826566639804.213,3389031710656,1437534929148.2134,Finfish,Chaetodipterus faber
8317,2100,1,3111,467324300.1055078,4826566639804.213,3389031710656,1437534929148.2134,Finfish,Chaetodipterus faber
8318,2021,1,20141,3025515502.547422,31247791286498.45,22269038640064,8978752646434.443,Finfish,Chaetodipterus faber
8318,2051,1,20141,3025515502.547422,31247791286498.45,22269038640064,8978752646434.443,Finfish,Chaetodipterus faber
8318,2100,1,20141,3025515502.547422,31247791286498.45,22269038640064,8978752646434.443,Finfish,Chaetodipterus faber
8319,2021,1,4088,614086061.983708,6342335076669.76,5600825298432,741509778237.7604,Finfish,Chaetodipterus faber
8319,2051,1,4088,614086061.983708,6342335076669.76,5600825298432,741509778237.7604,Finfish,Chaetodipterus faber
8319,2100,1,4088,614086061.983708,6342335076669.76,5600825298432,741509778237.7604,Finfish,Chaetodipterus faber
8321,2021,1,3477,522303629.52968514,5394398009192.944,3687901710592,1706496298600.9443,Finfish,Chaetodipterus faber
8321,2051,1,3477,522303629.52968514,5394398009192.944,3687901710592,1706496298600.9443,Finfish,Chaetodipterus faber
8321,2100,1,3477,522303629.52968514,5394398009192.944,3687901710592,1706496298600.9443,Finfish,Chaetodipterus faber
8322,2021,1,18333,2753923623.8618684,28442766379791.273,17981455769920,10461310609871.27,Finfish,Chaetodipterus faber
8322,2051,1,18333,2753923623.8618684,28442766379791.273,17981455769920,10461310609871.27,Finfish,Chaetodipterus faber
8322,2100,1,18333,2753923623.8618684,28442766379791.273,17981455769920,10461310609871.27,Finfish,Chaetodipterus faber
8323,2021,1,54128,8130932084.895834,83976984596374.95,70703185410752,13273799185622.94,Finfish,Chaetodipterus faber
8323,2051,1,53619,8054471760.641991,83187295615449.1,70101424050816,13085871564633.082,Finfish,Chaetodipterus faber
8323,2100,1,53992,8110502607.295592,83765987147640.34,70567461262400,13198525885240.328,Finfish,Chaetodipterus faber
8324,2021,1,23451,3522732935.317988,36383096840259.92,23711978136640,12671118703619.916,Finfish,Chaetodipterus faber
8324,2051,1,23451,3522732935.317988,36383096840259.92,23711978136640,12671118703619.916,Finfish,Chaetodipterus faber
8324,2100,1,23451,3522732935.317988,36383096840259.92,23711978136640,12671118703619.916,Finfish,Chaetodipterus faber
8325,2021,1,12900,1937796037.0816617,20013728593209.37,13025809958272,6987918634937.37,Finfish,Chaetodipterus faber
8325,2051,1,12900,1937796037.0816617,20013728593209.37,13025809958272,6987918634937.37,Finfish,Chaetodipterus faber
8325,2100,1,12900,1937796037.0816617,20013728593209.37,13025809958272,6987918634937.37,Finfish,Chaetodipterus faber
8326,2021,1,7582,1138943376.2134233,11763107766954.53,8452798607808,3310309159146.5312,Finfish,Chaetodipterus faber
8326,2051,1,7582,1138943376.2134233,11763107766954.53,8452798607808,3310309159146.5312,Finfish,Chaetodipterus faber
8326,2100,1,7582,1138943376.2134233,11763107766954.53,8452798607808,3310309159146.5312,Finfish,Chaetodipterus faber
8327,2021,1,1188,178457495.50798562,1843124772769.9792,1225909512704,617215260065.9792,Finfish,Chaetodipterus faber
8327,2051,1,1840,276398814.59149283,2854671365232.9644,1898897847360,955773517872.9645,Finfish,Chaetodipterus faber
8327,2100,1,2324,349103720.1688203,3605574050435.549,2422385725184,1183188325251.5486,Finfish,Chaetodipterus faber
8328,2100,1,72,10815605.788362764,111704531683.02905,73650507840,38054023843.029045,Finfish,Chaetodipterus faber
8331,2021,1,482,72404472.08320628,747799781544.7223,468898141632,278901639912.7222,Finfish,Chaetodipterus faber
8331,2051,1,482,72404472.08320628,747799781544.7223,468898141632,278901639912.7222,Finfish,Chaetodipterus faber
8331,2100,1,482,72404472.08320628,747799781544.7223,468898141632,278901639912.7222,Finfish,Chaetodipterus faber
8332,2021,1,2179,327322291.8450342,3380613535240.5596,2114042367360,1266571167880.5596,Finfish,Chaetodipterus faber
8332,2051,1,2179,327322291.8450342,3380613535240.5596,2114042367360,1266571167880.5596,Finfish,Chaetodipterus faber
8332,2100,1,2179,327322291.8450342,3380613535240.5596,2114042367360,1266571167880.5596,Finfish,Chaetodipterus faber
8333,2021,1,6666,1001344835.9059192,10341977891653.771,6659185438528,3682792453125.7725,Finfish,Chaetodipterus faber
8333,2051,1,6666,1001344835.9059192,10341977891653.771,6659185438528,3682792453125.7725,Finfish,Chaetodipterus faber
8333,2100,1,6666,1001344835.9059192,10341977891653.771,6659185438528,3682792453125.7725,Finfish,Chaetodipterus faber
8334,2021,1,1654,248458499.6382224,2566101325051.806,1694722804352,871378520699.8062,Finfish,Chaetodipterus faber
8334,2051,1,1654,248458499.6382224,2566101325051.806,1694722804352,871378520699.8062,Finfish,Chaetodipterus faber
8334,2100,1,1654,248458499.6382224,2566101325051.806,1694722804352,871378520699.8062,Finfish,Chaetodipterus faber
8337,2021,1,13505,2028677169.053321,20952356949712.6,14825359588544,6126997361168.601,Finfish,Chaetodipterus faber
8337,2051,1,13505,2028677169.053321,20952356949712.6,14825359588544,6126997361168.601,Finfish,Chaetodipterus faber
8337,2100,1,13505,2028677169.053321,20952356949712.6,14825359588544,6126997361168.601,Finfish,Chaetodipterus faber
8338,2021,1,3167,475736437.94090104,4913447942224.347,3946536131264,966911810960.3472,Finfish,Chaetodipterus faber
8338,2051,1,3167,475736437.94090104,4913447942224.347,3946536131264,966911810960.3472,Finfish,Chaetodipterus faber
8338,2100,1,3167,475736437.94090104,4913447942224.347,3946536131264,966911810960.3472,Finfish,Chaetodipterus faber
8339,2021,1,631,94786767.39523478,978966104055.4352,713001671744,265964432311.43512,Finfish,Chaetodipterus faber
8339,2051,1,631,94786767.39523478,978966104055.4352,713001671744,265964432311.43512,Finfish,Chaetodipterus faber
8339,2100,1,631,94786767.39523478,978966104055.4352,713001671744,265964432311.43512,Finfish,Chaetodipterus faber
8340,2021,1,471,70752087.86553974,730733811426.4817,601655891328,129077920098.48169,Finfish,Chaetodipterus faber
8340,2051,1,471,70752087.86553974,730733811426.4817,601655891328,129077920098.48169,Finfish,Chaetodipterus faber
8340,2100,1,471,70752087.86553974,730733811426.4817,601655891328,129077920098.48169,Finfish,Chaetodipterus faber
8341,2021,1,1120,168242756.7078652,1737626048402.674,1368253493248,369372555154.6741,Finfish,Chaetodipterus faber
8341,2051,1,1120,168242756.7078652,1737626048402.674,1368253493248,369372555154.6741,Finfish,Chaetodipterus faber
8341,2100,1,1120,168242756.7078652,1737626048402.674,1368253493248,369372555154.6741,Finfish,Chaetodipterus faber
8343,2021,1,12837,1928332382.0168443,19915987127986.72,14164376380800,5751610747186.72,Finfish,Chaetodipterus faber
8343,2051,1,12837,1928332382.0168443,19915987127986.72,14164376380800,5751610747186.72,Finfish,Chaetodipterus faber
8343,2100,1,12837,1928332382.0168443,19915987127986.72,14164376380800,5751610747186.72,Finfish,Chaetodipterus faber
8344,2021,1,6416,963790649.1407707,9954114934421.031,8285003648512,1669111285909.033,Finfish,Chaetodipterus faber
8344,2051,1,6416,963790649.1407707,9954114934421.031,8285003648512,1669111285909.033,Finfish,Chaetodipterus faber
8344,2100,1,6416,963790649.1407707,9954114934421.031,8285003648512,1669111285909.033,Finfish,Chaetodipterus faber
8345,2021,1,9296,1396414880.675281,14422296201742.193,9672458098112,4749838103630.194,Finfish,Chaetodipterus faber
8345,2051,1,9296,1396414880.675281,14422296201742.193,9672458098112,4749838103630.194,Finfish,Chaetodipterus faber
8345,2100,1,9296,1396414880.675281,14422296201742.193,9672458098112,4749838103630.194,Finfish,Chaetodipterus faber
8346,2021,1,5304,796749626.4093902,8228900500649.806,5366207570432,2862692930217.8066,Finfish,Chaetodipterus faber
8346,2051,1,5304,796749626.4093902,8228900500649.806,5366207570432,2862692930217.8066,Finfish,Chaetodipterus faber
8346,2100,1,5304,796749626.4093902,8228900500649.806,5366207570432,2862692930217.8066,Finfish,Chaetodipterus faber
8347,2021,1,3018,453354142.6288725,4682281619713.634,2950271440768,1732010178945.6343,Finfish,Chaetodipterus faber
8347,2051,1,3018,453354142.6288725,4682281619713.634,2950271440768,1732010178945.6343,Finfish,Chaetodipterus faber
8347,2100,1,3018,453354142.6288725,4682281619713.634,2950271440768,1732010178945.6343,Finfish,Chaetodipterus faber
8348,2021,1,9748,1464312850.3466697,15123552428418.986,9727401559616,5396150868802.987,Finfish,Chaetodipterus faber
8348,2051,1,9748,1464312850.3466697,15123552428418.986,9727401559616,5396150868802.987,Finfish,Chaetodipterus faber
8348,2100,1,9748,1464312850.3466697,15123552428418.986,9727401559616,5396150868802.987,Finfish,Chaetodipterus faber
8349,2021,1,742,111460826.31896071,1151177257066.7715,752790789632,398386467434.77155,Finfish,Chaetodipterus faber
8349,2051,1,742,111460826.31896071,1151177257066.7715,752790789632,398386467434.77155,Finfish,Chaetodipterus faber
8349,2100,1,742,111460826.31896071,1151177257066.7715,752790789632,398386467434.77155,Finfish,Chaetodipterus faber
8350,2021,1,6813,1023426697.7238264,10570041310506.623,7295901012096,3274140298410.6235,Finfish,Chaetodipterus faber
8350,2051,1,6813,1023426697.7238264,10570041310506.623,7295901012096,3274140298410.6235,Finfish,Chaetodipterus faber
8350,2100,1,6813,1023426697.7238264,10570041310506.623,7295901012096,3274140298410.6235,Finfish,Chaetodipterus faber
8353,2021,1,3872,581639244.6186198,6007221481620.673,3856392330304,2150829151316.673,Finfish,Chaetodipterus faber
8353,2051,1,3872,581639244.6186198,6007221481620.673,3856392330304,2150829151316.673,Finfish,Chaetodipterus faber
8353,2100,1,3872,581639244.6186198,6007221481620.673,3856392330304,2150829151316.673,Finfish,Chaetodipterus faber
8354,2021,1,5405,811921517.8625102,8385597135371.833,5563925315264,2821671820107.8335,Finfish,Chaetodipterus faber
8354,2051,1,5405,811921517.8625102,8385597135371.833,5563925315264,2821671820107.8335,Finfish,Chaetodipterus faber
8354,2100,1,5405,811921517.8625102,8385597135371.833,5563925315264,2821671820107.8335,Finfish,Chaetodipterus faber
8356,2021,1,197,29592699.170937005,305636010299.3989,190135233472,115500776827.39893,Finfish,Chaetodipterus faber
8356,2051,1,272,40858955.20048156,421994897469.2208,263056220928,158938676541.22086,Finfish,Chaetodipterus faber
8356,2100,1,15,2253251.205908909,23271777433.964386,14359788928,8911988505.964384,Finfish,Chaetodipterus faber
8359,2021,1,2256,338888981.36869997,3500075326068.2437,2234423463808,1265651862260.2434,Finfish,Chaetodipterus faber
8359,2051,1,2256,338888981.36869997,3500075326068.2437,2234423463808,1265651862260.2434,Finfish,Chaetodipterus faber
8359,2100,1,2256,338888981.36869997,3500075326068.2437,2234423463808,1265651862260.2434,Finfish,Chaetodipterus faber
8361,2021,1,6881,1033641436.5239469,10675540034873.928,7922406433344,2753133601529.9287,Finfish,Chaetodipterus faber
8361,2051,1,8225,1235532744.573385,12760691292957.137,9451643775232,3309047517725.1377,Finfish,Chaetodipterus faber
8361,2100,1,9411,1413689806.5872495,14600713162069.254,10901692033600,3699021128469.255,Finfish,Chaetodipterus faber
8362,2021,1,8083,1214201966.4907808,12540385133248.94,8267232972032,4273152161216.9414,Finfish,Chaetodipterus faber
8362,2051,1,8083,1214201966.4907808,12540385133248.94,8267232972032,4273152161216.9414,Finfish,Chaetodipterus faber
8362,2100,1,8083,1214201966.4907808,12540385133248.94,8267232972032,4273152161216.9414,Finfish,Chaetodipterus faber
8363,2021,1,4538,681683598.1609753,7040488399688.691,5173239320192,1867249079496.692,Finfish,Chaetodipterus faber
8363,2051,1,4538,681683598.1609753,7040488399688.691,5173239320192,1867249079496.692,Finfish,Chaetodipterus faber
8363,2100,1,4538,681683598.1609753,7040488399688.691,5173239320192,1867249079496.692,Finfish,Chaetodipterus faber
8364,2021,1,4106,616789963.4307988,6370261209590.518,4656928551936,1713332657654.5176,Finfish,Chaetodipterus faber
8364,2051,1,4106,616789963.4307988,6370261209590.518,4656928551936,1713332657654.5176,Finfish,Chaetodipterus faber
8364,2100,1,4106,616789963.4307988,6370261209590.518,4656928551936,1713332657654.5176,Finfish,Chaetodipterus faber
8365,2021,1,3,450650.24118178186,4654355486.792877,3000203840,1654151646.792877,Finfish,Chaetodipterus faber
8365,2051,1,3,450650.24118178186,4654355486.792877,3000203840,1654151646.792877,Finfish,Chaetodipterus faber
8365,2100,1,3,450650.24118178186,4654355486.792877,3000203840,1654151646.792877,Finfish,Chaetodipterus faber
8366,2021,1,820,123177732.58968703,1272190499723.3865,786433536640,485756963083.38635,Finfish,Chaetodipterus faber
8366,2051,1,820,123177732.58968703,1272190499723.3865,786433536640,485756963083.38635,Finfish,Chaetodipterus faber
8366,2100,1,820,123177732.58968703,1272190499723.3865,786433536640,485756963083.38635,Finfish,Chaetodipterus faber
8367,2021,1,1788,268587543.74434197,2773995870128.5547,1800862372544,973133497584.5547,Finfish,Chaetodipterus faber
8367,2051,1,1788,268587543.74434197,2773995870128.5547,1800862372544,973133497584.5547,Finfish,Chaetodipterus faber
8367,2100,1,1788,268587543.74434197,2773995870128.5547,1800862372544,973133497584.5547,Finfish,Chaetodipterus faber
8368,2021,1,2348,352708922.0982746,3642808894329.8916,2478561964608,1164246929721.8916,Finfish,Chaetodipterus faber
8368,2051,1,2348,352708922.0982746,3642808894329.8916,2478561964608,1164246929721.8916,Finfish,Chaetodipterus faber
8368,2100,1,2348,352708922.0982746,3642808894329.8916,2478561964608,1164246929721.8916,Finfish,Chaetodipterus faber
8369,2021,1,1664,249960667.10882834,2581615843341.1157,1683569943808,898045899533.1157,Finfish,Chaetodipterus faber
8369,2051,1,1664,249960667.10882834,2581615843341.1157,1683569943808,898045899533.1157,Finfish,Chaetodipterus faber
8369,2100,1,1664,249960667.10882834,2581615843341.1157,1683569943808,898045899533.1157,Finfish,Chaetodipterus faber
8370,2021,1,246,36953319.77690611,381657149917.0159,247695717120,133961432797.01591,Finfish,Chaetodipterus faber
8370,2051,1,246,36953319.77690611,381657149917.0159,247695717120,133961432797.01591,Finfish,Chaetodipterus faber
8370,2100,1,246,36953319.77690611,381657149917.0159,247695717120,133961432797.01591,Finfish,Chaetodipterus faber
8371,2021,1,1215,182513347.67862165,1885013972151.1152,1210740965184,674273006967.1151,Finfish,Chaetodipterus faber
8371,2051,1,1215,182513347.67862165,1885013972151.1152,1210740965184,674273006967.1151,Finfish,Chaetodipterus faber
8371,2100,1,1215,182513347.67862165,1885013972151.1152,1210740965184,674273006967.1151,Finfish,Chaetodipterus faber
8372,2021,1,1886,283308784.9562802,2926038149363.7886,1839524999424,1086513149939.7887,Finfish,Chaetodipterus faber
8372,2051,1,1886,283308784.9562802,2926038149363.7886,1839524999424,1086513149939.7887,Finfish,Chaetodipterus faber
8372,2100,1,1886,283308784.9562802,2926038149363.7886,1839524999424,1086513149939.7887,Finfish,Chaetodipterus faber
8373,2021,1,81,12167556.51190811,125667598143.40768,78526173760,47141424383.40768,Finfish,Chaetodipterus faber
8373,2051,1,81,12167556.51190811,125667598143.40768,78526173760,47141424383.40768,Finfish,Chaetodipterus faber
8373,2100,1,81,12167556.51190811,125667598143.40768,78526173760,47141424383.40768,Finfish,Chaetodipterus faber
8374,2021,1,127,19077526.87669543,197034382274.23178,123394731968,73639650306.2318,Finfish,Chaetodipterus faber
8374,2051,1,127,19077526.87669543,197034382274.23178,123394731968,73639650306.2318,Finfish,Chaetodipterus faber
8374,2100,1,127,19077526.87669543,197034382274.23178,123394731968,73639650306.2318,Finfish,Chaetodipterus faber
8375,2021,1,63,9463655.06481742,97741465222.65042,70812150784,26929314438.650417,Finfish,Chaetodipterus faber
8375,2051,1,63,9463655.06481742,97741465222.65042,70812150784,26929314438.650417,Finfish,Chaetodipterus faber
8375,2100,1,63,9463655.06481742,97741465222.65042,70812150784,26929314438.650417,Finfish,Chaetodipterus faber
8376,2021,1,986,148113712.60174564,1529731503325.9255,1028310596288,501420907037.92554,Finfish,Chaetodipterus faber
8376,2051,1,986,148113712.60174564,1529731503325.9255,1028310596288,501420907037.92554,Finfish,Chaetodipterus faber
8376,2100,1,986,148113712.60174564,1529731503325.9255,1028310596288,501420907037.92554,Finfish,Chaetodipterus faber
8378,2021,1,962,144508510.67229137,1492496659431.5825,919968711808,572527947623.5825,Finfish,Chaetodipterus faber
8378,2051,1,962,144508510.67229137,1492496659431.5825,919968711808,572527947623.5825,Finfish,Chaetodipterus faber
8378,2100,1,962,144508510.67229137,1492496659431.5825,919968711808,572527947623.5825,Finfish,Chaetodipterus faber
8379,2021,1,4489,674322977.5550061,6964467260071.074,5941538623872,1022928636199.0748,Finfish,Chaetodipterus faber
8379,2051,1,4489,674322977.5550061,6964467260071.074,5941538623872,1022928636199.0748,Finfish,Chaetodipterus faber
8379,2100,1,4489,674322977.5550061,6964467260071.074,5941538623872,1022928636199.0748,Finfish,Chaetodipterus faber
8380,2021,1,4526,679880997.1962482,7021870977741.52,5993943678592,1027927299149.5204,Finfish,Chaetodipterus faber
8380,2051,1,4526,679880997.1962482,7021870977741.52,5993943678592,1027927299149.5204,Finfish,Chaetodipterus faber
8380,2100,1,4526,679880997.1962482,7021870977741.52,5993943678592,1027927299149.5204,Finfish,Chaetodipterus faber
8381,2021,1,4751,713679765.2848818,7370947639250.985,5226006666176,2144940973074.986,Finfish,Chaetodipterus faber
8381,2051,1,4751,713679765.2848818,7370947639250.985,5226006666176,2144940973074.986,Finfish,Chaetodipterus faber
8381,2100,1,4751,713679765.2848818,7370947639250.985,5226006666176,2144940973074.986,Finfish,Chaetodipterus faber
8382,2021,1,6256,939755969.6110756,9705882641792.078,8127553268352,1578329373440.0793,Finfish,Chaetodipterus faber
8382,2051,1,7571,1137290991.9957566,11746041796836.29,9883040679104,1863001117732.2905,Finfish,Chaetodipterus faber
8382,2100,1,7589,1139994893.4428473,11773967929757.047,9909399824064,1864568105693.0479,Finfish,Chaetodipterus faber
8384,2100,1,126,18927310.12963484,195482930445.30084,139405111296,56077819149.300835,Finfish,Chaetodipterus faber
8385,2021,1,358,53777595.44769263,555419754757.2833,529387989632,26031765125.283318,Finfish,Chaetodipterus faber
8385,2051,1,267,40107871.46517859,414237638324.56604,395437435264,18800203060.566048,Finfish,Chaetodipterus faber
8385,2100,1,456,68498836.65963084,707462033992.5173,659799890560,47662143432.517296,Finfish,Chaetodipterus faber
8386,2021,1,5124,769710611.9384834,7949639171442.233,6573378682624,1376260488818.234,Finfish,Chaetodipterus faber
8386,2051,1,5124,769710611.9384834,7949639171442.233,6573378682624,1376260488818.234,Finfish,Chaetodipterus faber
8386,2100,1,5124,769710611.9384834,7949639171442.233,6573378682624,1376260488818.234,Finfish,Chaetodipterus faber
8390,2021,1,1618,243050696.744041,2510249059210.2915,1661057312448,849191746762.2916,Finfish,Chaetodipterus faber
8390,2051,1,1618,243050696.744041,2510249059210.2915,1661057312448,849191746762.2916,Finfish,Chaetodipterus faber
8390,2100,1,1618,243050696.744041,2510249059210.2915,1661057312448,849191746762.2916,Finfish,Chaetodipterus faber
8391,2021,1,2546,382451838.0162722,3949996356458.2217,2572058329408,1377938027050.2217,Finfish,Chaetodipterus faber
8391,2051,1,2546,382451838.0162722,3949996356458.2217,2572058329408,1377938027050.2217,Finfish,Chaetodipterus faber
8391,2100,1,2546,382451838.0162722,3949996356458.2217,2572058329408,1377938027050.2217,Finfish,Chaetodipterus faber
8392,2021,1,156,23433812.541452654,242026485313.2296,154825418112,87201067201.2296,Finfish,Chaetodipterus faber
8392,2051,1,156,23433812.541452654,242026485313.2296,154825418112,87201067201.2296,Finfish,Chaetodipterus faber
8392,2100,1,156,23433812.541452654,242026485313.2296,154825418112,87201067201.2296,Finfish,Chaetodipterus faber
8393,2021,1,354,53176728.45945026,549213947441.5595,351696559744,197517387697.55948,Finfish,Chaetodipterus faber
8393,2051,1,354,53176728.45945026,549213947441.5595,351696559744,197517387697.55948,Finfish,Chaetodipterus faber
8393,2100,1,354,53176728.45945026,549213947441.5595,351696559744,197517387697.55948,Finfish,Chaetodipterus faber
8394,2021,1,100,15021674.706059394,155145182893.0959,103249065216,51896117677.0959,Finfish,Chaetodipterus faber
8394,2051,1,100,15021674.706059394,155145182893.0959,103249065216,51896117677.0959,Finfish,Chaetodipterus faber
8394,2100,1,100,15021674.706059394,155145182893.0959,103249065216,51896117677.0959,Finfish,Chaetodipterus faber
8395,2021,1,4012,602669589.2071029,6224424737671.007,4155826822784,2068597914887.0076,Finfish,Chaetodipterus faber
8395,2051,1,4012,602669589.2071029,6224424737671.007,4155826822784,2068597914887.0076,Finfish,Chaetodipterus faber
8395,2100,1,4012,602669589.2071029,6224424737671.007,4155826822784,2068597914887.0076,Finfish,Chaetodipterus faber
8396,2021,1,4234,636017707.0545547,6568847043693.68,4555225575296,2013621468397.6804,Finfish,Chaetodipterus faber
8396,2051,1,4234,636017707.0545547,6568847043693.68,4555225575296,2013621468397.6804,Finfish,Chaetodipterus faber
8396,2100,1,4234,636017707.0545547,6568847043693.68,4555225575296,2013621468397.6804,Finfish,Chaetodipterus faber
8397,2021,1,1320,198286106.119984,2047916414188.866,1294605487040,753310927148.8658,Finfish,Chaetodipterus faber
8397,2051,1,1320,198286106.119984,2047916414188.866,1294605487040,753310927148.8658,Finfish,Chaetodipterus faber
8397,2100,1,1320,198286106.119984,2047916414188.866,1294605487040,753310927148.8658,Finfish,Chaetodipterus faber
8398,2021,1,3043,457109561.3053874,4721067915436.908,3138670162048,1582397753388.9082,Finfish,Chaetodipterus faber
8398,2051,1,3043,457109561.3053874,4721067915436.908,3138670162048,1582397753388.9082,Finfish,Chaetodipterus faber
8398,2100,1,3043,457109561.3053874,4721067915436.908,3138670162048,1582397753388.9082,Finfish,Chaetodipterus faber
8400,2021,1,2285,343245267.03345716,3545067429107.241,2327352699328,1217714729779.2412,Finfish,Chaetodipterus faber
8400,2051,1,2285,343245267.03345716,3545067429107.241,2327352699328,1217714729779.2412,Finfish,Chaetodipterus faber
